Ping,RTT (microseconds)
1,107688
2,104620
3,103792
4,105057
5,104474
6,106928
7,105143
8,106413
9,103989
10,104294
11,106842
12,103871
13,103633
14,105303
15,103591
16,104074
17,104977
18,105705
19,103621
20,105260
21,104577
22,105409
23,103616
24,107103
25,103686
26,104373
27,104449
28,105179
29,104776
30,105432
31,104258
32,103522
33,104698
34,105280
35,103851
36,104567
37,105953
38,104255
39,103736
40,104526
41,104395
42,103726
43,104493
44,103989
45,103615
46,104461
47,103819
48,103513
49,102944
50,106472
51,103958
52,106479
53,103879
54,104066
55,105514
56,105798
57,104072
58,105723
59,106078
60,103943
61,104442
62,104054
63,106027
64,106909
65,103578
66,104117
67,104041
68,105109
69,108521
70,107176
71,104554
72,104856
73,104736
74,105096
75,104626
76,105754
77,103475
78,104177
79,104940
80,104430
81,105250
82,104917
83,106915
84,104785
85,105275
86,105244
87,105550
88,104063
89,105253
90,105400
91,106398
92,105346
93,104374
94,105796
95,103279
96,104566
97,105450
98,103529
99,104340
100,105778
