Ping,RTT (microseconds)
1,105807
2,105540
3,105006
4,104025
5,104915
6,104262
7,104647
8,106099
9,106191
10,103948
11,104319
12,104828
13,104044
14,104711
15,103729
16,105180
17,105408
18,104540
19,103985
20,105927
21,104666
22,104991
23,107278
24,104978
25,106420
26,107089
27,104078
28,106393
29,116035
30,104161
31,104871
32,105051
33,104755
34,103821
35,106028
36,104527
37,105176
38,106165
39,104013
40,106389
41,111100
42,104483
43,105542
44,104527
45,111116
46,107582
47,103555
48,106165
49,105138
50,104321
51,104197
52,104599
53,106815
54,104325
55,106261
56,103848
57,103779
58,105767
59,104331
60,102982
61,105011
62,104602
63,104916
64,104813
65,103267
66,103364
67,105148
68,103657
69,104214
70,104045
71,106412
72,105524
73,104438
74,105949
75,106756
76,103494
77,103500
78,106059
79,104616
80,106761
81,104479
82,105466
83,103975
84,103586
85,106002
86,104783
87,104264
88,105869
89,104914
90,104001
91,104592
92,106813
93,105757
94,105102
95,106905
96,105659
97,104971
98,114149
99,105070
100,103308
