Ping,RTT (microseconds)
1,107072
2,105982
3,105813
4,103776
5,106907
6,104340
7,104446
8,105551
9,106432
10,104147
11,105560
12,104153
13,106833
14,105498
15,104014
16,105889
17,106042
18,105819
19,105435
20,104087
21,103006
22,106656
23,103995
24,104524
25,104273
26,104726
27,105274
28,103551
29,104021
30,104668
31,104080
32,105931
33,106600
34,104299
35,105442
36,105826
37,105150
38,103838
39,105297
40,103940
41,103304
42,103746
43,104280
44,103846
45,104062
46,104894
47,103382
48,105584
49,104174
50,105898
51,105519
52,104494
53,104681
54,104670
55,105882
56,104621
57,104973
58,106101
59,104605
60,105037
61,104422
62,103886
63,105023
64,105542
65,104996
66,105675
67,104088
68,104639
69,104159
70,110278
71,104468
72,103779
73,105990
74,104305
75,104882
76,104821
77,106942
78,104046
79,105097
80,105598
81,104523
82,105139
83,105131
84,106513
85,104393
86,105028
87,104786
88,104490
89,104121
90,106308
91,104135
92,105574
93,103710
94,104889
95,105660
96,105551
97,103811
98,105481
99,104885
100,104456
