Ping,RTT (microseconds)
1,105920
2,104069
3,105859
4,114626
5,107662
6,104331
7,103782
8,104625
9,104962
10,105085
11,104507
12,104967
13,106836
14,105102
15,104740
16,104078
17,104870
18,106303
19,105630
20,105945
21,105456
22,103901
23,105051
24,105789
25,104147
26,104984
27,105703
28,105706
29,104004
30,105486
31,105472
32,104361
33,106086
34,105425
35,105912
36,105731
37,105481
38,104042
39,478684
40,103759
41,104321
42,104633
43,103537
44,105670
45,105385
46,104115
47,105024
48,103394
49,103147
50,104735
51,104052
52,104862
53,106593
54,103506
55,103203
56,105200
57,106005
58,105712
59,103552
60,104756
61,105434
62,104756
63,105303
64,419622
65,111863
66,105044
67,105347
68,105536
69,105805
70,105040
71,103963
72,110421
73,103854
74,105843
75,103809
76,104005
77,106999
78,104508
79,104938
80,104702
81,106035
82,103417
83,104513
84,104419
85,104754
86,105883
87,105184
88,105131
89,105519
90,106174
91,103733
92,104942
93,106719
94,105755
95,104593
96,104498
97,105215
98,107067
99,105896
100,105413
