Ping,RTT (microseconds)
1,102986
2,102921
3,102869
4,104902
5,103959
6,102468
7,104459
8,104223
9,103911
10,102376
11,103148
12,102624
13,102706
14,102969
15,102050
16,105250
17,102342
18,104695
19,103005
20,103954
21,102371
22,102581
23,102980
24,102192
25,103512
26,103769
27,102156
28,102997
29,104635
30,104109
31,101965
32,104205
33,103342
34,103101
35,105075
36,107226
37,103629
38,103592
39,105393
40,104886
41,103840
42,104075
43,104045
44,104530
45,104375
46,105756
47,105822
48,104927
49,105340
50,104569
51,107652
52,103214
53,106981
54,105029
55,106374
56,104855
57,105344
58,105656
59,104483
60,103148
61,104037
62,102807
63,104996
64,102815
65,104840
66,105760
67,105085
68,105019
69,104140
70,104239
71,104664
72,104647
73,104031
74,103573
75,105036
76,105643
77,105242
78,113973
79,105677
80,104732
81,104030
82,104838
83,105012
84,104798
85,106147
86,105129
87,104364
88,105296
89,106341
90,104298
91,104932
92,105364
93,104613
94,103551
95,105876
96,104433
97,105325
98,104950
99,104550
100,105245
